event_id,user_id,product_id,product_name,event_type,price,event_time
c433099a-1da1-4d26-9bd6-c845ca69f6ba,2734,2,Phone,view,800,2026-02-19T17:46:37.670252+00:00
fceb211f-c85f-4dd1-917e-5482f81384e4,1198,3,Headphones,view,150,2026-02-19T17:46:37.670252+00:00
efe0304a-f0dc-40a7-978a-f5be57add30e,1293,2,Phone,view,800,2026-02-19T17:46:37.670252+00:00
3464d976-533b-4be1-ae3d-27521f84abfc,2710,2,Phone,view,800,2026-02-19T17:46:37.670252+00:00
84d40e12-1c2a-4227-b6eb-9458ef8abd8f,3526,4,Keyboard,purchase,100,2026-02-19T17:46:37.670252+00:00
3f5b3e99-a862-46b4-a4c9-d70ba65388e7,1340,2,Phone,purchase,800,2026-02-19T17:46:37.670252+00:00
fda23c59-f21e-4406-ad1e-ac366a140f28,2001,4,Keyboard,purchase,100,2026-02-19T17:46:37.670252+00:00
07e4dd9c-ee1a-4a41-86c5-a2fd9635d770,1716,4,Keyboard,purchase,100,2026-02-19T17:46:37.671594+00:00
e15d5005-4e13-4549-86f0-d18074877599,3872,3,Headphones,purchase,150,2026-02-19T17:46:37.671594+00:00
c5348910-0629-4f20-9708-d0591f58dd27,1883,4,Keyboard,purchase,100,2026-02-19T17:46:37.671594+00:00
3ff8eca7-d42b-42ba-b57a-1e52b932b42f,2134,2,Phone,purchase,800,2026-02-19T17:46:37.671594+00:00
0c9eaf4a-65a3-4d2c-8852-75a1e43513f6,1804,3,Headphones,purchase,150,2026-02-19T17:46:37.671594+00:00
d0279183-54f8-4eac-8b87-1ff55cfad2d4,2371,3,Headphones,view,150,2026-02-19T17:46:37.671594+00:00
458e79c0-b8f4-4d06-aaba-309193422f80,2055,3,Headphones,purchase,150,2026-02-19T17:46:37.671594+00:00
f2675e3b-91fa-4feb-91e7-04ed7d1f9316,3061,3,Headphones,purchase,150,2026-02-19T17:46:37.671594+00:00
edcbb170-3033-489b-85f5-a000a7ed404a,1793,2,Phone,view,800,2026-02-19T17:46:37.671594+00:00
660adf2e-2717-4ae5-a8e5-cc6a14ea248a,4319,2,Phone,purchase,800,2026-02-19T17:46:37.672596+00:00
61d04556-c250-45ca-8f4c-a0490c31d150,2272,3,Headphones,view,150,2026-02-19T17:46:37.672596+00:00
b7283eb2-273c-4840-8443-2341bdcbea85,1182,3,Headphones,purchase,150,2026-02-19T17:46:37.672596+00:00
492155c9-a1b5-48cd-a871-4e000745d6e6,3006,4,Keyboard,purchase,100,2026-02-19T17:46:37.672596+00:00
