event_id,user_id,product_id,product_name,event_type,price,event_time
2143fac5-b078-483a-9005-416c02e0e75f,4244,4,Keyboard,purchase,100,2026-02-19T17:48:57.701168+00:00
6377df66-7468-47fb-8506-deb8a656eb05,3561,1,Laptop,view,1200,2026-02-19T17:48:57.701168+00:00
ddbf9554-a2cd-4f7e-8a8f-702492764ebf,4646,3,Headphones,view,150,2026-02-19T17:48:57.701168+00:00
f60e61b1-e70e-40b0-93d8-33c934eb74d3,4641,3,Headphones,purchase,150,2026-02-19T17:48:57.701168+00:00
0b68d9a4-4c84-45ef-b484-292ce1994a35,1297,2,Phone,purchase,800,2026-02-19T17:48:57.701168+00:00
01773283-de8e-48e5-9f39-f18bf94a45e5,1670,4,Keyboard,purchase,100,2026-02-19T17:48:57.701168+00:00
d71e2aac-6323-4b8e-85dc-0638c3a61e61,1436,2,Phone,purchase,800,2026-02-19T17:48:57.701168+00:00
d1b9dd6e-deb6-4616-ba2b-d7e8b97f1fc0,4473,1,Laptop,view,1200,2026-02-19T17:48:57.701168+00:00
8ae5d1ea-a7c3-4eb2-99f1-cfc416e8a56a,3722,3,Headphones,view,150,2026-02-19T17:48:57.701168+00:00
9f93b900-43db-4fd0-9723-218495b1d4bb,2451,1,Laptop,view,1200,2026-02-19T17:48:57.701168+00:00
be42ee80-e6a7-4296-9cfe-0cedcedf4a37,1561,1,Laptop,purchase,1200,2026-02-19T17:48:57.701168+00:00
a627babe-b927-4742-a955-8373affec4cf,2949,2,Phone,purchase,800,2026-02-19T17:48:57.701168+00:00
7f308cf6-69e5-4c81-8422-9df38dadf310,1627,2,Phone,view,800,2026-02-19T17:48:57.701168+00:00
0eba9a5c-16e3-494c-b7c9-7865e6d0ea03,4055,1,Laptop,view,1200,2026-02-19T17:48:57.701168+00:00
4dbe0598-5a69-4774-801f-bb20b0176268,4368,1,Laptop,view,1200,2026-02-19T17:48:57.701168+00:00
bba3ce6f-c1ab-4f49-ae91-e90cd7592270,3370,4,Keyboard,view,100,2026-02-19T17:48:57.701168+00:00
15e78084-c363-4960-9406-9c34d3ee0f52,4840,3,Headphones,purchase,150,2026-02-19T17:48:57.701168+00:00
c956d8fc-2a67-455f-ba58-d30ce55e9654,1775,3,Headphones,view,150,2026-02-19T17:48:57.701168+00:00
4e345764-f1db-4576-9b58-7ccc82aef292,2989,1,Laptop,purchase,1200,2026-02-19T17:48:57.702176+00:00
4a0bd4bd-81f8-4a38-9125-0e806dfecc24,4482,4,Keyboard,purchase,100,2026-02-19T17:48:57.702176+00:00
