event_id,user_id,product_id,product_name,event_type,price,event_time
83388bf2-e8f4-4b98-b261-7f7f8b83e6e0,3548,2,Phone,purchase,800,2026-02-19T17:49:57.714332+00:00
aa73733a-7dba-4770-864b-8a535f32f8a0,4076,3,Headphones,purchase,150,2026-02-19T17:49:57.714332+00:00
8a4e61e3-373d-4ecf-ada9-545979361d46,1504,3,Headphones,view,150,2026-02-19T17:49:57.714332+00:00
17bf5171-9172-41a8-99d7-cc9f89c93a17,2438,2,Phone,view,800,2026-02-19T17:49:57.714332+00:00
358ddb65-25b0-4fd7-942c-762d53ab6707,3467,2,Phone,purchase,800,2026-02-19T17:49:57.714332+00:00
242403af-1d7b-4f67-b3f5-867c814dabde,1799,1,Laptop,purchase,1200,2026-02-19T17:49:57.714332+00:00
004c955c-686c-4d7a-9f69-3f4404828f55,4016,3,Headphones,purchase,150,2026-02-19T17:49:57.714332+00:00
3033a3af-9968-4913-8a28-c56c3768fbfc,4299,3,Headphones,view,150,2026-02-19T17:49:57.714332+00:00
dab4e164-348d-4653-9b63-9deea235a7d4,1106,3,Headphones,purchase,150,2026-02-19T17:49:57.714332+00:00
36d2760b-2394-489c-aff9-db820684ac27,1597,1,Laptop,purchase,1200,2026-02-19T17:49:57.714332+00:00
c5ee6869-7b5f-498a-9763-0ab437946324,3255,2,Phone,view,800,2026-02-19T17:49:57.714332+00:00
ad6761fb-d5b7-4f1b-95e9-4bf1a40a93bd,1915,2,Phone,view,800,2026-02-19T17:49:57.714332+00:00
25a84a54-bbc4-4718-af32-1585390f06b6,4102,2,Phone,view,800,2026-02-19T17:49:57.714332+00:00
f033afd9-d018-4fbe-8118-0f249d7e201f,1916,1,Laptop,view,1200,2026-02-19T17:49:57.714332+00:00
3d1665f6-3553-45f0-8dae-06eba542bca4,3350,1,Laptop,view,1200,2026-02-19T17:49:57.714332+00:00
9bfeb14f-6557-46e0-91c9-119dfadf5609,2147,1,Laptop,view,1200,2026-02-19T17:49:57.714332+00:00
a841f805-efdc-43f5-a3c2-0a238c32fe4c,4702,3,Headphones,view,150,2026-02-19T17:49:57.714332+00:00
87d82c9e-ff2f-4dbf-bc9a-ff1144a85ea8,3147,3,Headphones,purchase,150,2026-02-19T17:49:57.714332+00:00
c678ce5f-5dae-490d-9421-aa192f2ef10b,3775,2,Phone,view,800,2026-02-19T17:49:57.714332+00:00
38900fb6-b54a-40ad-b499-d28e0783bb5b,4141,3,Headphones,view,150,2026-02-19T17:49:57.714332+00:00
