event_id,user_id,product_id,product_name,event_type,price,event_time
02ee8e3a-2bf8-4226-be59-301fdc283ecb,4866,4,Keyboard,view,100,2026-02-19T17:49:17.703265+00:00
919edf9f-4c0a-4df7-85d4-afbabb03fa82,4817,2,Phone,view,800,2026-02-19T17:49:17.703265+00:00
b7ccf6f0-768c-40eb-b886-70bb436f2c33,2224,3,Headphones,purchase,150,2026-02-19T17:49:17.703265+00:00
fc5c6704-c882-4a85-a142-2f619b3a3efc,1577,2,Phone,view,800,2026-02-19T17:49:17.703265+00:00
6553cd41-1919-49e0-87e5-a92d4464cc82,2080,3,Headphones,view,150,2026-02-19T17:49:17.703265+00:00
6c54d1d6-90f3-4cea-a640-68aca5286da1,3686,1,Laptop,view,1200,2026-02-19T17:49:17.703265+00:00
b6df935f-491f-4582-9477-e4c6db1dad78,2841,1,Laptop,purchase,1200,2026-02-19T17:49:17.704266+00:00
f0c42111-5ae9-4b56-b99a-ad41412d1739,3763,2,Phone,view,800,2026-02-19T17:49:17.704266+00:00
989b7855-3347-4260-81f9-38738c831519,2101,1,Laptop,view,1200,2026-02-19T17:49:17.704266+00:00
19350779-54dc-478f-8316-e856f37127b8,2411,2,Phone,purchase,800,2026-02-19T17:49:17.704266+00:00
0c22d82b-76ec-4da3-9701-6170332c70e3,1630,4,Keyboard,purchase,100,2026-02-19T17:49:17.704266+00:00
74a3eb50-3a16-4483-99f9-394d9b14aef0,1626,2,Phone,purchase,800,2026-02-19T17:49:17.704266+00:00
8c814086-3421-48d7-9df7-bf285b2524ca,3142,4,Keyboard,purchase,100,2026-02-19T17:49:17.704266+00:00
3e6b67c9-5144-45e2-9eb1-d05a12a876f3,2829,2,Phone,purchase,800,2026-02-19T17:49:17.704266+00:00
ff1cb75f-ad6f-4d1f-a9c1-9ace9d36df4c,3692,4,Keyboard,purchase,100,2026-02-19T17:49:17.704266+00:00
10828396-03f7-4bba-8b93-15f3f60623dd,3042,2,Phone,purchase,800,2026-02-19T17:49:17.704266+00:00
7dbe82ce-dfc4-440d-ab34-551698dbe06f,3409,2,Phone,purchase,800,2026-02-19T17:49:17.704266+00:00
a19ccfd5-a021-4a02-9fb2-3f8e4adbc267,1601,1,Laptop,purchase,1200,2026-02-19T17:49:17.704266+00:00
09fa9081-7d03-46ae-9694-3181f884f09f,3650,3,Headphones,view,150,2026-02-19T17:49:17.704266+00:00
c3c00dc2-3d89-4d3a-b8f4-e386bd98f397,2702,3,Headphones,view,150,2026-02-19T17:49:17.704266+00:00
