event_id,user_id,product_id,product_name,event_type,price,event_time
2d708ca8-94f9-4d69-a1cc-b70b453d3252,4370,2,Phone,purchase,800,2026-02-19T17:46:57.687424+00:00
24dda371-eab7-4848-99ba-3a4779b3ad1d,4929,3,Headphones,view,150,2026-02-19T17:46:57.687424+00:00
c72625c9-e0c6-410c-9875-8726da4edd5c,1603,1,Laptop,view,1200,2026-02-19T17:46:57.687424+00:00
b10eca71-3e9c-436e-915e-e586ca930483,2237,1,Laptop,purchase,1200,2026-02-19T17:46:57.687424+00:00
48ff91fc-00df-4b16-91f5-931ed39ae840,1969,2,Phone,purchase,800,2026-02-19T17:46:57.687424+00:00
0691b69b-b8b2-4c74-9912-bc9a80e18693,4375,2,Phone,view,800,2026-02-19T17:46:57.687424+00:00
e88ece0e-b25f-41ad-99ae-2d82ef974004,1878,4,Keyboard,purchase,100,2026-02-19T17:46:57.687424+00:00
803f142a-9fac-4fdd-897e-3a4dc0ea5894,1160,2,Phone,purchase,800,2026-02-19T17:46:57.687424+00:00
15cdfea2-388e-4e40-882f-6e704c8a0ba7,1289,3,Headphones,view,150,2026-02-19T17:46:57.688422+00:00
85af9b90-2d7e-4265-9aa5-426919eeaa42,3371,3,Headphones,purchase,150,2026-02-19T17:46:57.688422+00:00
9aaa91e4-616f-4cd8-a492-2fd829d0533f,3744,3,Headphones,view,150,2026-02-19T17:46:57.688422+00:00
e548e87e-99d3-4bd7-a41c-948bd7c5a754,2927,1,Laptop,view,1200,2026-02-19T17:46:57.688422+00:00
b8fd0039-e23b-4a85-b3b3-2d5987937bcd,1088,4,Keyboard,view,100,2026-02-19T17:46:57.688422+00:00
02b7e5aa-4990-4136-89fd-4f412ec9a3dc,1955,2,Phone,purchase,800,2026-02-19T17:46:57.688422+00:00
ced48fa6-3ee2-430e-8e14-5a2fe4e45925,4546,1,Laptop,purchase,1200,2026-02-19T17:46:57.688422+00:00
23fb1490-e772-40d2-bb34-ba945fa8bc9f,2180,2,Phone,view,800,2026-02-19T17:46:57.688422+00:00
b3c8a53e-1188-48c7-98da-7dc7f9f95c83,3067,3,Headphones,view,150,2026-02-19T17:46:57.688422+00:00
bc117e15-7e53-4511-b3de-c1ce61efed31,2094,2,Phone,view,800,2026-02-19T17:46:57.688422+00:00
34579ec0-f9ec-48e8-b42b-8526563a20b4,2415,2,Phone,view,800,2026-02-19T17:46:57.688422+00:00
69f26536-e7a0-408f-b4fd-18a033f06dbf,4608,2,Phone,purchase,800,2026-02-19T17:46:57.688422+00:00
