event_id,user_id,product_id,product_name,event_type,price,event_time
c0325ec2-44d6-4a4c-b385-47c5c9a80a5e,1613,2,Phone,view,800,2026-02-19T17:48:37.698786+00:00
60be5837-6337-4563-8b4b-fd47c035571c,1400,3,Headphones,purchase,150,2026-02-19T17:48:37.698786+00:00
0af99d68-95dd-4580-93dc-de6f83f77b74,4915,1,Laptop,view,1200,2026-02-19T17:48:37.698786+00:00
82ccf54d-0295-4cd9-8a50-a2d3522579a9,3571,1,Laptop,purchase,1200,2026-02-19T17:48:37.698786+00:00
24838b80-4b36-4739-9dfb-9ad54b549f6f,3312,1,Laptop,purchase,1200,2026-02-19T17:48:37.698786+00:00
7bf9f971-f82a-4935-9dfd-d4939a102f23,2538,3,Headphones,view,150,2026-02-19T17:48:37.698786+00:00
a83d79ee-ad5a-4e09-a16f-711fe86b7989,3256,1,Laptop,view,1200,2026-02-19T17:48:37.698786+00:00
827a8f68-a945-4747-b51f-792d434e38ff,3723,3,Headphones,purchase,150,2026-02-19T17:48:37.699793+00:00
fb0c4943-e678-4dbd-ba5b-2001a847d761,3779,1,Laptop,view,1200,2026-02-19T17:48:37.699793+00:00
7bd2e62a-d6de-49d1-9aff-ad744a5fda2a,2428,2,Phone,purchase,800,2026-02-19T17:48:37.699793+00:00
6db7ae44-4146-44a6-8fa3-b280b045e7f6,4054,4,Keyboard,view,100,2026-02-19T17:48:37.699793+00:00
0ce87168-38ea-481a-a551-bcf8045b30ce,1277,2,Phone,view,800,2026-02-19T17:48:37.699793+00:00
1bffcd1c-f800-4528-8bd5-1fe2fb2f64d6,3657,4,Keyboard,purchase,100,2026-02-19T17:48:37.699793+00:00
6bc15e21-1384-4169-9ac9-275477d6ec54,1963,2,Phone,view,800,2026-02-19T17:48:37.699793+00:00
292beda8-88a9-4a79-9b8a-15d844b465f3,2515,1,Laptop,purchase,1200,2026-02-19T17:48:37.699793+00:00
6a0b0d9c-8243-44aa-9359-ec84d4485174,3502,4,Keyboard,purchase,100,2026-02-19T17:48:37.699793+00:00
ec1a87f9-6b7c-4a58-9b73-10063bbc636d,1430,1,Laptop,purchase,1200,2026-02-19T17:48:37.699793+00:00
4688fd07-637d-42ff-ad5a-82b7d3cf9484,4881,2,Phone,purchase,800,2026-02-19T17:48:37.699793+00:00
708feb2d-9c6c-455e-9bbd-759237dbe228,4881,3,Headphones,view,150,2026-02-19T17:48:37.699793+00:00
9bcdc2cd-73f3-4597-8183-89f912eb5bd7,4485,3,Headphones,view,150,2026-02-19T17:48:37.699793+00:00
